ID	Name	SMILES	Origin	InChiKey	Source
BGC0000455.0	vancomycin	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O	Amycolatopsis orientalis HCCB10007 (ATCC43491)	MYPYJXKWCTUITO-LYRMYLQWSA-N	MIBiG4.0rc1
BGC0002957.0	Mycoplanecin A	CC[C@H]1C[C@H](N(C1)C(=O)[C@H](C(C)C)N(C)C(=O)C(=O)CC)C(=O)N(C)[C@H]2[C@H](OC(=O)CNC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@H]4C[C@H](CN4C(=O)[C@H](NC2=O)CC(C)C)C)CCC(C)C)C)C(C)C)C)CC(C)C)C	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	ICFLLAYTOVAMGO-ORZQNBSVSA-N	MIBiG4.0rc1
BGC0002957.1	Mycoplanecin B	C[C@H]1C[C@@H](C(N([C@H]2[C@@H](C)OC(CNC([C@H](CC(C)C)N(C)C([C@@H]3CCCN3C([C@H](C(C)C)N(C)C([C@H](CCC(C)C)NC([C@H]4C[C@@H](C)CN4C([C@@H](CC(C)C)NC2=O)=O)=O)=O)=O)=O)=O)=O)C)=O)N(C([C@@H](N(C(C(CC)=O)=O)C)C(C)C)=O)C1	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	JIGXVESWGUAPCN-YNAZWJIJSA-N	MIBiG4.0rc1
BGC0002957.2	Mycoplanecin D	O=C([C@@H](N(C(C(CC)=O)=O)C)C(C)C)N(C1)[C@H](C(N([C@H]2[C@@H](C)OC(CNC([C@H](CC(C)C)N(C)C([C@@H]3CCCN3C([C@H](C(C)C)N(C)C([C@H](CCC(C)C)NC([C@H]4C[C@@H](C)CN4C([C@@H](CC(C)C)NC2=O)=O)=O)=O)=O)=O)=O)=O)C)=O)C[C@@H]1CCC	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	HRDISPWDYCZRCY-ITZWPULQSA-N	MIBiG4.0rc1
BGC0002957.3	Mycoplanecin E	O=C([C@@H](N(C(C(CC)=O)=O)C)C(C)C)N(C1)[C@H](C(N([C@H]2[C@@H](C)OC(CNC([C@H](CCCC)N(C)C([C@@H]3CCCN3C([C@H](C(C)C)N(C)C([C@H](CCC(C)C)NC([C@H]4C[C@@H](C)CN4C([C@@H](CC(C)C)NC2=O)=O)=O)=O)=O)=O)=O)=O)C)=O)C[C@@H]1CCC	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	BBIMSPAURCAPRW-ITZWPULQSA-N	MIBiG4.0rc1
BGC0002687.0	Massiliachelin	CCCCCC1=C(C2=N[C@@H]([C@H]3SC[C@@H]([C@@H](O)C(C)(C)C(=O)O)N3C)CS2)C(O)=CC=C1	Massilia sp. NR 4-1	QZBCDLLHQSDFIG-NNNWTRQLSA-N	MIBiG4.0rc1
BGC0002158.0	tenuazonic acid	CC[C@H](C)[C@H]1C(=C(C(=O)N1)C(=O)C)O	Pyricularia oryzae 70-15	CEIZFXOZIQNICU-XNCJUZBTSA-N	MIBiG4.0rc1
BGC0001353.0	thiolactomycin	C\C(C=C)=C/[C@@]1(C)SC(=O)C(C)=C1O	Lentzea sp. ATCC 31319	SYQNUQSGEWNWKV-XUIVZRPNSA-N	MIBiG4.0rc1
BGC0001172.0	chlorizidine A	OC1=CC2=C(C(=O)N3C(Cl)=C(Cl)C=C23)C(O)=C1[C@@H]1CCC2=CC(Cl)=C(Cl)N12	Streptomyces sp. CNH-287	PNWJMZXCEYWQFJ-JTQLQIEISA-N	MIBiG4.0rc1
BGC0000328.0	coronatine	CCC1CC1(NC(=O)C1=CC(CC)CC2C1CCC2=O)C(O)=O	Pseudomonas savastanoi pv. glycinea	FMGBNISRFNDECK-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002379.0	MA026	CCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)NC1COC(=O)C(C(C)CC)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC1=O)C(C)C	Pseudomonas sp. RtIB026	UUNSGSIHFUBGCM-XVRKXJHRSA-N	MIBiG4.0rc1
BGC0001016.0	microcystin	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	Anabaena sp. 90	ZYZCGGRZINLQBL-GWRQVWKTSA-N	MIBiG4.0rc1
BGC0003047.0	Beauvericin	CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C	Fusarium fujikuroi isolate IMI58289	GYSCAQFHASJXRS-FFCOJMSVSA-N	MIBiG4.0rc1
BGC0003168.0	pekiskomycin	CO[C@@H]([C@@H](O)[C@@H](O)[C@@H]1CO)[C@H](O1)OC2=C(OC(C=C3)=CC=C3C[C@H](NC(C(C)N(C)C)=O)C(N[C@@H](CCC(O)=O)C(N[C@H]4C(N[C@@H]56)=O)=O)=O)C=C4C=C2OC7=CC=C([C@H]([C@@H](NC5=O)C(N[C@H](C8=CC(O)=CC(O)=C8C9=CC6=CC=C9O)C(O)=O)=O)OS(=O)(O)=O)C=C7Cl	Streptomyces sp. WAC1420	BCYBYUVIAMTYKT-WPJKTNLNSA-N	MIBiG4.0rc1
BGC0002256.0	fusarochromanone	CC1(CC(=O)C2=C(O1)C=CC(=C2N)C(=O)CC(CO)N)C	Fusarium equiseti	COSICWYFCAPPJB-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002256.1	desacetylfusarochromene	CC1(C)C=CC2=C(C=CC(C(CC(N)CO)=O)=C2N)O1	Fusarium equiseti	PCIHXARFCRKZMV-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002256.2	fusarochromene	CC(=O)N[C@@H](CO)CC(=O)C1=C(N)C2=C(C=C1)OC(C)(C)C=C2	Fusarium equiseti	JWWKBOBMBFAOAR-LLVKDONJSA-N	MIBiG4.0rc1
BGC0002256.3	4-hydroxykynurenine	OC1=CC(N)=C(C(CC(N)CC(O)=O)=O)C=C1	Fusarium equiseti	GNUVAWTWZCFAJG-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002625.0	desmamide A	NC(=O)CC[C@H]1NC(=O)C(C)C(CC(O)CCCCC)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)C(C)C)Cc1ccc(cc1)O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O)[C@@H](C)O	Desmonostoc muscorum LEGE 12446	SGSWMZBFZBNBSH-ONBVFTLRSA-N	MIBiG4.0rc1
BGC0002625.1	desmamide B	CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](CCC(=O)N)NC(=O)C(C)C(CC(O)CCCCC)OC(=O)[C@@H]2CCCN2C1=O)C(C)C)Cc1ccc(cc1)O[C@H]1OC[C@@H](OC(C)=O)[C@H](O)[C@H]1O)[C@@H](C)O	Desmonostoc muscorum LEGE 12446	HOBULLUHJKDCFY-YBOMPZLVSA-N	MIBiG4.0rc1
BGC0002625.2	desmamide C	CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](NC(=O)C(C)C(CC(O)CCCCC)OC(=O)[C@@H]2CCCN2C1=O)CCC(N)=O)C(C)C)[C@@H](C)O	Desmonostoc muscorum LEGE 12446	DULVYLSIPPATMK-VHNJGLBFSA-N	MIBiG4.0rc1
BGC0002589.0	argyrin F	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)CO)C	Cystobacter sp. SBCb004	FJSMXOTZGJRIEU-GZAHMLPMSA-N	MIBiG4.0rc1
BGC0002589.1	argyrin E	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)NCC2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C	Cystobacter sp. SBCb004	IVTXVXMGLJEYAA-ANFLZCCJSA-N	MIBiG4.0rc1
BGC0002589.2	argyrin H	CC1C(=O)NC(=C)C(=O)N(CC(=O)NCC2=NC(=CS2)C(=O)NC(C(=O)NC(C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C	Cystobacter sp. SBCb004	IVTXVXMGLJEYAA-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002589.3	argyrin B	CC[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C)C	Cystobacter sp. SBCb004	OVJDNZFLEREPKG-VPMCBBNJSA-N	MIBiG4.0rc1
BGC0002589.4	argyrin G	CC[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)CO)C	Cystobacter sp. SBCb004	JPZANUPQKYWILL-ZBBWKFRYSA-N	MIBiG4.0rc1
BGC0002589.5	argyrin D	CC[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=C(NC4=C3C(=CC=C4)OC)C)CC5=CNC6=CC=CC=C65)C)C	Cystobacter sp. SBCb004	YWFWQSOGXWSPNY-RAPHMYFOSA-N	MIBiG4.0rc1
BGC0002589.6	argyrin A	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C)C	Cystobacter sp. SBCb004	MXGWDBFUMHUPTG-SKZNYKRCSA-N	MIBiG4.0rc1
BGC0002589.7	argyrin C	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=C(NC4=C3C(=CC=C4)OC)C)CC5=CNC6=CC=CC=C65)C)C	Cystobacter sp. SBCb004	YCCLYOWBNOMWGI-UFDDTGEXSA-N	MIBiG4.0rc1
BGC0002171.0	pyrophen	CC(=O)N[C@@H](CC1=CC=CC=C1)C2=CC(=CC(=O)O2)OC	Aspergillus niger ATCC 1015	VFMQMACUYWGDOJ-AWEZNQCLSA-N	MIBiG4.0rc1
BGC0002171.1	campyrone B	CC(C)C[C@@H](C1=CC(=CC(=O)O1)OC)NC(=O)C	Aspergillus niger ATCC 1015	PFIUOLPDUMSADF-NSHDSACASA-N	MIBiG4.0rc1
BGC0002296.0	vatiamide A	C#CCCCC(=CCl)CC[C@@H](C)C=CCCC(=O)N(C)[C@@H](CC1=CC=C(OC)C=C1)C(=O)OC	Moorena producens ASI16Jul14-2	IJZRVDQHULAERX-NVQXNPDNSA-N	MIBiG4.0rc1
BGC0002296.1	vatiamide B	COC(=O)[C@H](CC1=CC=C(OC)C=C1)N(C)C(=O)CCC=C[C@H](C)CCC(=CCl)CCCC#CBr	Moorena producens ASI16Jul14-2	HCSFEHTYSRHQQW-NVQXNPDNSA-N	MIBiG4.0rc1
BGC0002296.2	vatiamide C	C#CCCCC(=CCl)CC[C@@H](C)C=CCCC(=O)NCC1(O)OC(CC2CC(OC)=CC(=O)O2)CC(OC)C1C	Moorena producens ASI16Jul14-2	UOAUHJWVKNXERD-XPKNVKJBSA-N	MIBiG4.0rc1
BGC0002296.3	vatiamide D	COC1=CC(=O)OC(CC2CC(OC)C(C)C(O)(CNC(=O)CCC=C[C@H](C)CCC(=CCl)CCCC#CBr)O2)C1	Moorena producens ASI16Jul14-2	MUWOPMUWBVOVID-XPKNVKJBSA-N	MIBiG4.0rc1
BGC0002296.4	vatiamide E	C#CCCCC(=CCl)CC[C@@H](C)C=CCCC(=O)N[C@H](C)C(=O)N(C)[C@H](C(N)=O)C(C)C	Moorena producens ASI16Jul14-2	ZLFSNAGNVUVFPM-MZKRTTBSSA-N	MIBiG4.0rc1
BGC0002296.5	vatiamide F	CC(C)[C@@H](C(N)=O)N(C)C(=O)[C@@H](C)NC(=O)CCC=C[C@H](C)CCC(=CCl)CCCC#CBr	Moorena producens ASI16Jul14-2	CVGGVCHALSWETH-MZKRTTBSSA-N	MIBiG4.0rc1
BGC0001255.0	equisetin	[H][C@@]12C[C@H](C)CC[C@@]1([H])[C@@](C)([C@H](\C=C\C)C=C2)C(\O)=C1\C(=O)[C@H](CO)N(C)C1=O	Fusarium heterosporum	QNQBPPQLRODXET-AIMHRHHOSA-N	MIBiG4.0rc1
BGC0001331.0	BE-43547A1	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C	Salinispora arenicola CNR107	YHMLVTRWZBFDAT-KLSYSPJQSA-N	MIBiG4.0rc1
BGC0001331.1	BE-43547A2	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C	Salinispora arenicola CNR107	JRGSONPJAHDIGK-WBPJKTCNSA-N	MIBiG4.0rc1
BGC0001331.2	BE-43547B1	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)CC)[C@@H]1C)=O)=O)=C	Salinispora arenicola CNR107	NAQRKUYGIYSJOC-FPCCGVNISA-N	MIBiG4.0rc1
BGC0001331.3	BE-43547B2	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C	Salinispora arenicola CNR107	HQFFZMGHAJTRBU-SPRVDHHQSA-N	MIBiG4.0rc1
BGC0001331.4	BE-43547B3	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C	Salinispora arenicola CNR107	IDDKYWGBXFPXSV-JLVGNTQSSA-N	MIBiG4.0rc1
BGC0001331.5	BE-43547C1	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C	Salinispora arenicola CNR107	VJBZHTGSHPYIDE-UFPUCTHCSA-N	MIBiG4.0rc1
BGC0001331.6	BE-43547C2	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C	Salinispora arenicola CNR107	KVYJAWXEQAHJFZ-QPODHFTFSA-N	MIBiG4.0rc1
BGC0002466.0	peucechelin	CC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N(O)CCC[C@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O	Streptomyces peucetius subsp. caesius ATCC 27952	IFMRYYCIFWWPAK-VNTMZGSJSA-N	MIBiG4.0rc1
BGC0000437.0	syringomycin	CCCCCCCCC[C@@H](CC(=O)N[C@H]1COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CO)CCN)CCN)CCCN=C(N)N)CC2=CC=CC=C2)[C@@H](C(=O)O)O)[C@@H](CCl)O)O	Pseudomonas syringae pv. syringae B728a	ZQVJBRJGDVZANE-MXDMHAPNSA-N	MIBiG4.0rc1
BGC0000964.0	burkholdac A	O=C(NC(C(C)C)C(O)CC1=O)C(CSSCC/C=C/C2O1)NC(C(NC(C2)=O)CCSC)=O	Burkholderia thailandensis E264	ZRJPMGCEOCZSQC-GQCTYLIASA-N	MIBiG4.0rc1
BGC0000964.1	burkholdac B	CCC(C)C1C(CC(=O)OC\2CC(=O)NC(C(=O)NC(CSSCC/C=C2)C(=O)N1)CCSC)O	Burkholderia thailandensis E264	VJXBYUITQBTTQM-FNORWQNLSA-N	MIBiG4.0rc1
BGC0001563.0	curvupallide-B	CON1C(=C)C2=C([C@H](O)[C@@H](O)[C@@H](O2)\C=C\C=C\C)C1=O	Cochliobolus pallescens	MCGMBKWXTCCVNV-CNLWIZLKSA-N	MIBiG4.0rc1
BGC0003141.0	Albopeptide	C=C(NC(=O)[C@@H](N)C(C)C)C(=O)N/C(=C/C)C(=O)O	Streptomyces albofaciens JCM 4342	MTRDWQUQBIRICA-QRJSTWQJSA-N	MIBiG4.0rc1
BGC0001110.0	psymberin	CC1=C2C[C@@H](OC(=O)C2=C(C=C1O)O)[C@H](C)[C@H](C[C@@H]3C([C@@H](C[C@H](O3)[C@@H](NC(=O)[C@H]([C@H](CC(=C)C)OC)O)OC)O)(C)C)O	uncultured bacterium psy1	BNNIEBYABSNREN-CYRUSRGFSA-N	MIBiG4.0rc1
BGC0001110.1	irciniastatin B	CC1=C(C=C(C2=C1C[C@@H](OC2=O)[C@H](C)[C@H](C[C@@H]3C(C(=O)C[C@H](O3)[C@@H](NC(=O)[C@H]([C@H](CC(=C)C)OC)O)OC)(C)C)O)O)O	uncultured bacterium psy1	MSZITYUGWBXQOC-BTSGJVQSSA-N	MIBiG4.0rc1
BGC0003025.0	symbiosin	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H]1C(=O)NCCC(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CO)C(=O)N[C@H](CC2=CC=C(O)C=C2)C(=O)O[C@@H]1C	Mycoavidus sp. SF9855	KIQPSVZZKZKDKA-NNQFIZSFSA-N	MIBiG4.0rc1
BGC0001393.0	lugdunin	CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C2N[C@@H](CS2)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC3=CNC4=CC=CC=C43)C(C)C)C(C)C)C(C)C)C(C)C	Staphylococcus lugdunensis N920143	QZNGYMKAHFFKCJ-ZBQZSICZSA-N	MIBiG4.0rc1
BGC0002198.0	nanangelenin B	NC1=CC=CC=C1C(=O)N[C@H]1CC(=O)C2=CC=CC=C2NC1=O	Aspergillus terreus var. terreus	TVPLZAQWRYWFFT-AWEZNQCLSA-N	MIBiG4.0rc1
